nsmoid,weight,hispan,race,mortgage_reason,sale_proceeds,savings_retire_etc,govt_np_asst,second_lien_heloc,gift,seller_cont,total_hh_inc,race_eth
300415,1645.71716535433,2,1,2,-2,0,0,0,0,-2,5,White
300416,1011.53438202247,1,1,1,2,0,0,0,1,2,3,Hispanic
300417,1437.58727477477,2,1,2,-2,0,0,0,0,-2,3,White
300418,616.653972602739,2,1,1,2,1,0,0,0,2,1,White
300419,2842.03803571428,2,1,2,-2,0,0,0,0,-2,5,White
300420,1391.35,2,1,1,1,0,0,0,0,2,5,White
300421,928.587975460122,2,1,2,-2,0,0,0,0,-2,3,White
300422,1973.69639175257,1,4,1,2,1,0,0,0,2,6,Hispanic
300423,804.405672268907,2,1,1,2,1,0,0,0,2,6,White
300424,1460.40467391304,1,1,1,2,1,1,0,0,2,5,Hispanic
300425,903.160580357142,2,3,1,2,1,0,0,0,2,5,Asian
300426,587.704919614148,2,1,2,-2,0,0,0,0,-2,5,White
300427,919.748580323785,2,2,2,-2,0,0,0,0,-2,5,Black
300428,528.266221374045,2,1,1,2,1,0,0,0,2,6,White
300429,637.1,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300430,1882.92626506024,2,1,1,1,1,0,0,1,2,6,White
300431,598.638181818182,2,1,2,-2,0,0,0,0,-2,3,White
300432,848.22081300813,2,1,1,2,1,0,0,0,2,3,White
300433,587.704919614148,2,1,2,-2,0,0,0,0,-2,5,White
300434,760.054480286738,2,1,2,-2,0,0,0,0,-2,2,White
300435,1181.72856115107,2,1,1,2,1,0,0,1,2,3,White
300436,507.918926174496,2,1,1,2,1,0,0,0,2,5,White
300437,718.542985074626,2,1,4,-2,0,0,0,0,-2,4,White
300438,976.768,2,1,1,2,1,0,0,1,1,4,White
300439,854.756291390728,2,1,1,2,1,0,0,0,2,6,White
300440,1569.58272727272,2,1,2,-2,0,0,0,0,-2,4,White
300441,1123.18054545454,2,1,1,2,1,0,0,0,2,5,White
300442,711.571402877697,2,2,2,-2,0,0,0,0,-2,4,Black
300443,598.638181818182,2,1,2,-2,0,0,0,0,-2,5,White
300444,1666.01274725274,1,1,1,2,1,0,0,0,2,5,Hispanic
300445,928.587975460122,2,2,1,2,1,0,0,0,2,3,Black
300446,580.189549549549,2,1,1,1,1,0,0,0,2,3,White
300447,561.782976190476,2,1,1,2,1,0,0,1,2,5,White
300448,559.157456445993,2,1,1,1,0,0,0,0,2,5,White
300449,538.198736842105,2,1,2,-2,0,0,0,0,-2,4,White
300450,1148.45550802139,2,3,1,2,1,0,0,0,2,3,Asian
300451,1028.74925806451,2,1,2,-2,0,0,0,0,-2,2,White
300452,507.918926174496,2,1,4,-2,0,0,0,0,-2,5,White
300453,1244.0838095238,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
300454,1024.67764705882,2,1,1,2,0,0,0,0,2,3,White
300455,2096.8206,2,4,2,-2,0,0,0,0,-2,4,other or multiple races
300456,740.137700534759,2,1,1,2,1,0,0,0,2,5,White
300457,700.158235294117,2,1,1,1,1,0,0,0,2,5,White
300458,2099.33171875,2,1,2,-2,0,0,0,0,-2,4,White
300459,694.31119266055,2,1,2,-2,0,0,0,0,-2,3,White
300460,2677.61710144927,2,1,1,2,1,0,0,0,2,6,White
300461,2095.52404494382,2,1,2,-2,0,0,0,0,-2,3,White
300462,848.424903474903,2,1,1,2,1,0,0,1,2,3,White
300463,794.446470588235,2,1,2,-2,0,0,0,0,-2,3,White
300464,790.89,2,2,1,2,1,0,0,0,1,5,Black
300465,621.835784753363,2,1,1,2,0,0,0,0,1,2,White
300466,2092.78142857142,2,1,2,-2,0,0,0,0,-2,3,White
300467,569.188636363636,2,1,1,1,0,0,0,0,2,3,White
300468,1151.24469135802,1,1,3,-2,0,0,0,0,-2,3,Hispanic
300469,526.449966777408,2,1,4,-2,0,0,0,0,-2,5,White
300470,858.580269230769,2,1,2,-2,0,0,0,0,-2,4,White
300471,623.674285714285,2,1,1,2,0,0,0,0,2,3,White
300472,735.379641255605,2,4,2,-2,0,0,0,0,-2,3,other or multiple races
300473,442.154083601286,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300474,1156.14854961832,2,1,2,-2,0,0,0,0,-2,5,White
300475,719.765789473684,2,1,2,-2,0,0,0,0,-2,6,White
300476,1181.72856115107,2,1,2,-2,0,0,0,0,-2,2,White
300477,1181.72856115107,2,1,1,1,1,0,0,0,2,5,White
300478,1230.57385826771,2,4,1,2,1,0,0,0,2,2,other or multiple races
300479,827.881516587677,2,1,1,1,0,0,0,0,2,4,White
300480,1028.74925806451,2,1,2,-2,0,0,0,0,-2,2,White
300481,598.638181818182,2,1,2,-2,0,0,0,0,-2,3,White
300482,1437.58727477477,2,3,2,-2,0,0,0,0,-2,3,Asian
300483,978.162202380952,2,1,1,2,1,0,0,0,2,5,White
300484,1364.14453781512,1,4,1,1,1,0,0,0,2,4,Hispanic
300485,1383.06762172284,2,1,2,-2,0,0,0,0,-2,5,White
300486,1369.765,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
300487,1367.90560509554,2,1,2,-2,0,0,0,0,-2,5,White
300488,1713.5919025522,2,2,2,-2,0,0,0,0,-2,6,Black
300489,700.158235294117,2,4,1,2,1,0,0,0,2,6,other or multiple races
300490,3025.06516587677,2,1,2,-2,0,0,0,0,-2,5,White
300491,1033.79522012578,2,1,1,1,0,0,0,0,2,5,White
300492,893.763513513513,2,1,1,1,1,0,0,0,2,5,White
300493,911.554093959731,2,1,1,2,1,0,0,0,1,4,White
300494,919.748580323785,2,3,1,2,1,0,0,0,2,6,Asian
300495,919.748580323785,2,1,2,-2,0,0,0,0,-2,4,White
300497,538.198736842105,2,1,2,-2,0,0,0,0,-2,4,White
300498,804.405672268907,2,1,2,-2,0,0,0,0,-2,1,White
300499,528.266221374045,2,1,1,1,1,0,0,0,2,4,White
300500,623.674285714285,2,1,2,-2,0,0,0,0,-2,5,White
300501,1103.0313253012,2,1,1,2,1,0,0,0,2,6,White
300502,631.564007936508,2,1,1,2,1,0,0,0,2,1,White
300503,3015.05128205128,2,1,1,2,1,0,0,1,2,3,White
300504,615.241860465116,2,4,5,-2,0,0,0,0,-2,1,other or multiple races
300505,919.748580323785,2,3,2,-2,0,0,0,0,-2,5,Asian
300506,928.587975460122,2,1,1,2,0,0,0,1,1,4,White
300507,709.852526315789,2,2,2,-2,0,0,0,0,-2,4,Black
300508,561.782976190476,2,3,1,2,1,0,0,0,2,5,Asian
300509,1024.67764705882,2,1,1,2,0,0,0,0,2,2,White
300510,1367.90560509554,2,1,1,2,1,0,0,0,2,3,White
300511,609.074125874126,2,1,2,-2,0,0,0,0,-2,3,White
300512,1028.74925806451,2,1,1,2,1,0,0,0,2,1,White
300513,450.919436619718,1,1,1,2,0,0,0,0,2,5,Hispanic
300514,1002.92050632911,2,1,1,1,1,0,0,0,2,4,White
300515,4008.39393939394,1,1,1,1,1,0,0,0,2,5,Hispanic
300516,903.160580357142,2,1,1,1,0,0,0,0,2,6,White
300517,587.704919614148,2,1,1,1,0,0,0,0,2,1,White
300518,711.571402877697,2,1,2,-2,0,0,0,0,-2,2,White
300519,1437.58727477477,2,2,2,-2,0,0,0,0,-2,2,Black
300520,2049.07921568627,2,1,2,-2,0,0,0,0,-2,5,White
300521,1043.97652173913,2,1,2,-2,0,0,0,0,-2,3,White
300522,1028.74925806451,2,1,2,-2,0,0,0,0,-2,1,White
300523,1367.90560509554,2,1,2,-2,0,0,0,0,-2,3,White
300524,1131.54621621621,2,3,1,2,1,0,0,1,2,6,Asian
300525,903.160580357142,2,1,2,-2,0,0,0,0,-2,6,White
300526,978.68,2,1,2,-2,0,0,0,0,-2,6,White
300527,1028.74925806451,2,1,2,-2,0,0,0,0,-2,5,White
300528,1293.01951219512,2,1,1,1,0,0,0,0,2,3,White
300529,1219.77460674157,2,1,4,-2,0,0,0,0,-2,6,White
300530,1293.01951219512,2,1,2,-2,0,0,0,0,-2,3,White
300531,598.638181818182,2,1,2,-2,0,0,0,0,-2,3,White
300532,577.992672413793,2,1,1,2,1,0,0,0,2,1,White
300533,528.266221374045,2,1,1,1,0,0,0,0,2,5,White
300534,1191.68468468468,2,2,1,2,1,0,0,0,2,5,Black
300535,1208.76941080196,2,1,2,-2,0,0,0,0,-2,6,White
300536,1028.74925806451,2,1,2,-2,0,0,0,0,-2,2,White
300537,976.187181818182,2,1,5,-2,0,0,0,0,-2,6,White
300538,507.918926174496,2,1,1,2,1,0,0,0,2,4,White
300539,1601.82837209302,2,1,1,2,0,1,0,0,1,4,White
300540,1166.45,2,1,2,-2,0,0,0,0,-2,5,White
300541,1021.4125,2,1,2,-2,0,0,0,0,-2,6,White
300542,877.572510121457,2,1,2,-2,0,0,0,0,-2,6,White
300543,805.514705882353,1,1,1,2,0,0,0,0,2,4,Hispanic
300544,1787.12578947368,2,1,1,1,0,0,0,0,2,5,White
300545,1369.765,2,3,1,2,1,0,0,0,2,6,Asian
300546,614.987678571428,2,1,2,-2,0,0,0,0,-2,4,White
300547,643.046857142857,2,1,2,-2,0,0,0,0,-2,5,White
300548,577.992672413793,2,2,1,2,0,1,0,0,2,2,Black
300549,507.918926174496,2,1,2,-2,0,0,0,0,-2,6,White
300550,666.955107692307,2,1,1,1,1,0,0,0,2,1,White
300551,1208.76941080196,2,1,2,-2,0,0,0,0,-2,3,White
300552,1166.45,2,1,1,2,1,0,0,0,2,3,White
300553,3200.50172413793,2,3,1,1,1,0,0,1,2,5,Asian
300554,1715.70306306306,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300555,1331.87908396946,2,1,1,2,0,0,0,1,2,3,White
300556,1026.83716535433,2,1,2,-2,0,0,0,0,-2,3,White
300557,1358.10813084112,2,1,2,-2,0,0,0,0,-2,5,White
300558,2236.87384615384,2,1,5,-2,0,0,0,0,-2,2,White
300559,709.852526315789,2,1,2,-2,0,0,0,0,-2,5,White
300560,1973.69639175257,2,1,1,2,0,0,0,1,2,3,White
300561,614.987678571428,2,1,1,2,1,0,0,0,2,5,White
300562,920.116582914573,2,1,2,-2,0,0,0,0,-2,6,White
300563,1374.52641221374,2,1,1,2,1,0,0,0,2,5,White
300564,1424.7040140845,2,1,2,-2,0,0,0,0,-2,2,White
300565,1112.65689655172,2,1,1,2,1,0,0,0,2,6,White
300566,919.748580323785,2,1,2,-2,0,0,0,0,-2,4,White
300567,1374.52641221374,1,1,2,-2,0,0,0,0,-2,4,Hispanic
300568,3325.16765957446,1,1,4,-2,0,0,0,0,-2,4,Hispanic
300569,2890.11385714285,2,1,4,-2,0,0,0,0,-2,6,White
300570,1425.29696969697,2,3,1,1,1,0,0,0,1,3,Asian
300571,804.60679245283,2,1,2,-2,0,0,0,0,-2,6,White
300572,1838.56246753246,2,3,1,2,1,0,0,1,2,5,Asian
300573,1786.20923913043,2,1,1,1,0,0,0,0,2,4,White
300574,937.545099337748,2,1,1,2,0,1,0,0,1,4,White
300575,1619.09913043478,2,1,1,2,1,0,0,0,2,3,White
300576,1081.6302259887,2,1,2,-2,0,0,0,0,-2,5,White
300577,2650.40322580645,2,4,2,-2,0,0,0,0,-2,4,other or multiple races
300578,710.589417040358,2,1,2,-2,0,0,0,0,-2,6,White
300579,1706.6544117647,2,3,2,-2,0,0,0,0,-2,3,Asian
300580,3029.94084507042,2,1,1,2,1,0,0,1,2,5,White
300581,907.819121621622,2,2,4,-2,0,0,0,0,-2,5,Black
300582,1391.35,2,1,2,-2,0,0,0,0,-2,6,White
300583,794.446470588235,2,1,1,2,1,0,0,0,2,4,White
300584,569.188636363636,2,1,5,-2,0,0,0,0,-2,4,White
300585,919.748580323785,2,1,1,2,1,0,0,1,2,4,White
300586,1012.99489361702,2,1,1,1,1,0,0,0,2,3,White
300587,1103.0313253012,2,3,1,2,0,0,0,0,2,3,Asian
300588,507.918926174496,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300589,1014.68577272727,2,3,2,-2,0,0,0,0,-2,4,Asian
300590,1645.71716535433,2,1,2,-2,0,0,0,0,-2,5,White
300591,1417.0124137931,2,2,1,1,0,0,0,0,2,3,Black
300592,1292.92058823529,2,4,1,2,1,0,0,1,1,1,other or multiple races
300593,718.542985074626,2,1,1,1,1,0,0,0,2,5,White
300594,882.352606060606,2,1,5,-2,0,0,0,0,-2,3,White
300595,474.536322869955,2,1,1,2,1,0,0,0,2,6,White
300596,1645.71716535433,2,1,1,2,0,0,0,0,1,3,White
300597,2641.12403508771,2,1,1,1,0,0,0,0,2,5,White
300598,732.751276595744,2,1,1,1,1,0,0,0,2,6,White
300599,2933.21910714285,2,1,1,2,1,0,0,1,2,5,White
300600,709.852526315789,2,1,2,-2,0,0,0,0,-2,3,White
300601,2404.73693333333,2,1,1,2,1,0,0,0,2,6,White
300602,638.567350746268,2,1,2,-2,0,0,0,0,-2,1,White
300603,4461.32042553191,2,1,1,2,1,0,0,0,2,3,White
300604,616.653972602739,2,2,2,-2,0,0,0,0,-2,4,Black
300605,1170.25095588235,2,1,1,2,0,0,0,0,2,5,White
300606,1292.92058823529,2,1,2,-2,0,0,0,0,-2,6,White
300607,450.919436619718,2,2,2,-2,0,0,0,0,-2,5,Black
300608,1516.54354166666,2,1,4,-2,0,0,0,0,-2,6,White
300609,1042.62691729323,2,1,2,-2,0,0,0,0,-2,3,White
300610,2136.74267605633,2,1,1,1,1,0,0,0,2,6,White
300611,700.158235294117,2,1,1,2,0,0,0,0,2,1,White
300612,3035.05428571428,2,1,2,-2,0,0,0,0,-2,5,White
300613,760.054480286738,2,1,2,-2,0,0,0,0,-2,6,White
300614,614.987678571428,2,1,1,1,0,0,0,0,2,2,White
300615,643.046857142857,2,1,1,2,1,0,0,0,2,5,White
300616,1119.53931034482,2,1,1,2,1,0,0,0,1,6,White
300617,501.901355311355,2,1,2,-2,0,0,0,0,-2,6,White
300618,1706.6544117647,2,1,2,-2,0,0,0,0,-2,6,White
300619,2913.87970588235,2,1,5,-2,0,0,0,0,-2,1,White
300620,760.054480286738,2,1,2,-2,0,0,0,0,-2,5,White
300621,711.373893805309,2,3,2,-2,0,0,0,0,-2,6,Asian
300622,1623.66,2,1,2,-2,0,0,0,0,-2,5,White
300623,752.020921985815,2,4,1,1,0,0,0,0,2,6,other or multiple races
300624,908.275121951219,2,1,2,-2,0,0,0,0,-2,5,White
300625,805.514705882353,2,1,1,2,0,0,0,1,1,5,White
300626,978.162202380952,2,1,1,2,1,0,0,0,2,3,White
300627,1168.32373913043,2,1,1,2,0,1,0,0,2,2,White
300628,507.918926174496,2,1,2,-2,0,0,0,0,-2,2,White
300629,1706.6544117647,2,3,1,2,1,0,0,1,2,5,Asian
300630,1650.82595238095,2,1,2,-2,0,0,0,0,-2,4,White
300631,760.054480286738,2,1,4,-2,0,0,0,0,-2,2,White
300632,3325.16765957446,1,1,3,-2,0,0,0,0,-2,6,Hispanic
300633,1425.29696969697,2,1,2,-2,0,0,0,0,-2,5,White
300634,804.60679245283,2,1,1,2,1,0,0,1,2,3,White
300635,848.424903474903,2,1,2,-2,0,0,0,0,-2,5,White
300636,1203.03247058823,1,1,1,2,1,0,0,0,2,4,Hispanic
300637,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300638,903.160580357142,2,1,2,-2,0,0,0,0,-2,5,White
300639,442.154083601286,2,1,2,-2,0,0,0,0,-2,3,White
300640,1619.82040816326,2,1,1,2,1,0,0,1,2,1,White
300641,1181.72856115107,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300642,1645.71716535433,1,1,2,-2,0,0,0,0,-2,4,Hispanic
300643,2586.21829268292,2,1,1,2,1,0,0,0,2,6,White
300644,908.275121951219,2,1,2,-2,0,0,0,0,-2,5,White
300645,2842.03803571428,1,1,1,2,1,0,0,0,2,4,Hispanic
300646,615.241860465116,2,1,2,-2,0,0,0,0,-2,3,White
300647,735.379641255605,2,1,2,-2,0,0,0,0,-2,3,White
300648,907.819121621622,2,3,2,-2,0,0,0,0,-2,5,Asian
300649,740.137700534759,2,1,2,-2,0,0,0,0,-2,5,White
300651,1168.32373913043,2,1,2,-2,0,0,0,0,-2,5,White
300652,711.571402877697,2,2,1,2,1,0,0,0,1,3,Black
300653,1123.18054545454,2,1,1,2,1,0,0,0,2,2,White
300654,616.653972602739,2,1,1,2,1,0,0,0,2,5,White
300655,631.564007936508,2,1,1,1,1,0,0,0,2,3,White
300656,1271.37236842105,1,4,2,-2,0,0,0,0,-2,5,Hispanic
300657,740.137700534759,2,1,1,2,1,0,0,0,2,6,White
300658,908.275121951219,2,1,1,2,1,0,0,0,2,5,White
300659,2674.00078125,2,1,2,-2,0,0,0,0,-2,5,White
300660,2355.39259259259,2,1,1,2,0,0,0,1,1,5,White
300662,1014.68577272727,2,1,1,1,0,0,0,0,2,5,White
300663,882.352606060606,2,1,1,2,1,0,0,0,2,4,White
300664,2641.12403508771,2,1,2,-2,0,0,0,0,-2,5,White
300665,2178.92603174603,2,1,1,2,0,0,0,0,2,3,White
300666,918.3816,2,1,2,-2,0,0,0,0,-2,4,White
300667,643.046857142857,2,1,1,2,1,0,0,0,2,5,White
300668,598.638181818182,2,1,2,-2,0,0,0,0,-2,3,White
300669,858.580269230769,2,1,1,2,0,0,1,0,2,4,White
300670,598.638181818182,2,4,2,-2,0,0,0,0,-2,1,other or multiple races
300671,715.49376146789,2,3,1,2,1,0,0,0,2,6,Asian
300672,896.000261780104,2,3,1,1,1,0,0,0,2,4,Asian
300673,838.169779005525,1,1,4,-2,0,0,0,0,-2,3,Hispanic
300674,1123.18054545454,2,1,1,2,1,0,0,1,2,3,White
300675,878.747368421052,2,1,2,-2,0,0,0,0,-2,6,White
300676,2095.52404494382,2,1,1,2,1,1,0,1,1,3,White
300677,1619.09913043478,2,1,2,-2,0,0,0,0,-2,5,White
300678,577.992672413793,2,1,2,-2,0,0,0,0,-2,3,White
300679,935.36015936255,2,1,1,1,0,0,0,0,2,4,White
300680,985.790149253731,2,1,2,-2,0,0,0,0,-2,4,White
300681,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300682,878.747368421052,1,1,1,2,1,0,0,0,2,5,Hispanic
300683,1367.90560509554,2,1,2,-2,0,0,0,0,-2,4,White
300684,607.868699551569,2,1,3,-2,0,0,0,0,-2,3,White
300685,1425.29696969697,1,1,1,1,0,0,0,0,2,4,Hispanic
300686,616.653972602739,2,1,2,-2,0,0,0,0,-2,5,White
300687,598.638181818182,2,1,1,2,1,0,0,0,2,2,White
300688,528.266221374045,1,1,1,2,0,0,0,0,2,3,Hispanic
300689,919.748580323785,2,1,2,-2,0,0,0,0,-2,6,White
300690,1484.66034246575,2,1,2,-2,0,0,0,0,-2,6,White
300691,1700.22743119266,2,1,2,-2,0,0,0,0,-2,3,White
300692,1569.58272727272,2,1,1,2,1,0,0,0,2,3,White
300693,1460.40467391304,2,1,1,2,1,0,0,0,2,4,White
300694,559.157456445993,2,2,2,-2,0,0,0,0,-2,5,Black
300695,1484.66034246575,2,1,1,2,1,0,0,0,2,4,White
300696,2650.40322580645,2,1,1,2,0,0,0,0,1,2,White
300697,561.782976190476,2,1,1,1,0,0,0,0,2,4,White
300698,985.790149253731,1,1,1,2,0,0,0,0,2,2,Hispanic
300699,2650.40322580645,2,1,1,2,1,0,0,0,1,3,White
300700,858.580269230769,2,1,1,2,1,0,0,1,2,5,White
300701,1575.67382550335,2,1,1,2,1,0,0,0,2,6,White
300702,718.542985074626,2,1,1,2,1,0,0,1,2,5,White
300703,648.307522123893,2,1,2,-2,0,0,0,0,-2,4,White
300704,1932.53809523809,2,1,1,1,1,0,0,1,2,6,White
300705,700.158235294117,2,4,2,-2,0,0,0,0,-2,3,other or multiple races
300706,1011.53438202247,2,1,1,2,1,0,0,1,1,4,White
300707,1026.83716535433,2,1,4,-2,0,0,0,0,-2,5,White
300708,559.157456445993,2,1,1,2,0,0,0,0,1,3,White
300709,474.536322869955,2,1,2,-2,0,0,0,0,-2,4,White
300710,1103.0313253012,2,1,1,1,1,0,1,0,2,5,White
300711,827.881516587677,2,1,2,-2,0,0,0,0,-2,3,White
300712,1151.24469135802,2,3,1,2,1,0,0,0,2,3,Asian
300713,1450.20449438202,2,1,1,1,0,0,0,0,2,6,White
300715,1666.01274725274,2,1,1,2,0,0,0,1,2,1,White
300716,1569.58272727272,2,1,2,-2,0,0,0,0,-2,6,White
300717,1124.26923076923,2,1,1,2,1,0,0,0,2,6,White
300718,1973.81709090909,2,3,1,1,1,0,0,1,2,6,Asian
300719,710.123333333333,2,1,2,-2,0,0,0,0,-2,3,White
300720,1168.32373913043,2,1,1,2,1,0,0,0,2,5,White
300721,1244.0838095238,2,1,2,-2,0,0,0,0,-2,3,White
300722,884.094460784313,2,2,2,-2,0,0,0,0,-2,2,Black
300723,1151.24469135802,1,1,1,2,0,0,0,0,2,3,Hispanic
300724,1532.37103448275,2,1,2,-2,0,0,0,0,-2,2,White
300725,1387.14545454545,2,1,1,2,0,0,0,0,2,3,White
300726,1437.58727477477,2,1,2,-2,0,0,0,0,-2,1,White
300727,805.514705882353,2,1,5,-2,0,0,0,0,-2,6,White
300728,1661.39722222222,2,1,1,2,1,0,0,0,2,5,White
300729,442.154083601286,2,3,1,2,1,0,0,0,2,5,Asian
300730,3029.94084507042,1,1,1,2,0,0,1,0,2,4,Hispanic
300731,526.449966777408,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
300732,637.1,2,1,1,1,0,0,0,0,2,4,White
300733,1417.0124137931,2,1,1,2,1,0,0,0,2,5,White
300734,1646.92868217054,2,1,2,-2,0,0,0,0,-2,6,White
300735,2833.2974137931,2,1,2,-2,0,0,0,0,-2,6,White
300736,1367.90560509554,2,1,2,-2,0,0,0,0,-2,5,White
300737,985.790149253731,2,1,2,-2,0,0,0,0,-2,4,White
300738,978.68,2,1,1,1,1,0,0,0,1,6,White
300739,848.424903474903,2,1,1,2,1,0,0,0,2,5,White
300740,474.536322869955,2,1,1,2,1,0,0,0,2,6,White
300741,1123.18054545454,2,1,5,-2,0,0,0,0,-2,3,White
300742,1932.53809523809,2,1,1,2,1,0,0,0,2,6,White
300743,1706.6544117647,2,1,2,-2,0,0,0,0,-2,1,White
300744,614.987678571428,2,1,2,-2,0,0,0,0,-2,5,White
300745,5824.50166666666,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300746,882.352606060606,2,1,4,-2,0,0,0,0,-2,5,White
300747,811.111813953488,2,1,2,-2,0,0,0,0,-2,4,White
300748,1029.46553398058,2,1,2,-2,0,0,0,0,-2,6,White
300749,526.449966777408,2,4,1,2,1,0,0,0,2,6,other or multiple races
300750,1181.72856115107,2,1,1,2,1,0,0,0,2,3,White
300751,615.241860465116,2,2,2,-2,0,0,0,0,-2,4,Black
300752,1973.69639175257,2,1,2,-2,0,0,0,0,-2,3,White
300753,775.348363636363,2,1,2,-2,0,0,0,0,-2,6,White
300754,569.188636363636,2,2,1,1,1,0,0,0,1,3,Black
300755,559.157456445993,2,1,1,2,0,0,0,0,2,3,White
300756,1293.01951219512,1,1,2,-2,0,0,0,0,-2,3,Hispanic
300757,1425.29696969697,2,3,2,-2,0,0,0,0,-2,6,Asian
300758,614.987678571428,2,1,2,-2,0,0,0,0,-2,5,White
300759,935.36015936255,2,2,2,-2,0,0,0,0,-2,5,Black
300760,816.408766519824,2,2,1,2,1,0,0,0,1,4,Black
300761,928.587975460122,2,1,2,-2,0,0,0,0,-2,5,White
300762,700.158235294117,2,4,2,-2,0,0,0,0,-2,2,other or multiple races
300763,615.241860465116,2,2,1,2,1,0,0,0,2,5,Black
300764,752.020921985815,2,1,2,-2,0,0,0,0,-2,2,White
300766,976.00303030303,2,1,1,1,1,1,0,0,1,4,White
300767,1276.53913043478,2,1,1,2,1,0,0,0,2,6,White
300768,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
300769,1170.25095588235,2,1,2,-2,0,0,0,0,-2,4,White
300770,569.188636363636,2,1,1,2,0,0,0,0,2,6,White
300771,2092.78142857142,2,1,2,-2,0,0,0,0,-2,5,White
300772,1383.06762172284,2,1,1,2,1,0,0,0,2,5,White
300773,2095.52404494382,1,4,1,2,1,0,0,0,1,3,Hispanic
300774,1230.88258064516,2,1,2,-2,0,0,0,0,-2,5,White
300775,507.918926174496,2,1,1,1,0,0,0,0,2,3,White
300777,450.919436619718,2,1,1,2,1,0,0,0,2,4,White
300778,1112.65689655172,2,1,1,2,1,0,0,0,2,4,White
300779,935.36015936255,2,1,2,-2,0,0,0,0,-2,3,White
300780,1674.16653061224,2,1,2,-2,0,0,0,0,-2,3,White
300781,1103.0313253012,2,1,1,2,1,0,0,1,2,5,White
300782,760.054480286738,2,1,1,1,0,0,0,0,2,2,White
300783,5824.50166666666,2,2,5,-2,0,0,0,0,-2,5,Black
300784,775.348363636363,2,1,1,2,1,0,0,0,2,5,White
300785,1973.69639175257,2,3,2,-2,0,0,0,0,-2,5,Asian
300786,1383.06762172284,2,1,2,-2,0,0,0,0,-2,3,White
300787,719.765789473684,2,1,2,-2,0,0,0,0,-2,1,White
300789,694.31119266055,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300790,1623.66,2,1,2,-2,0,0,0,0,-2,5,White
300791,614.987678571428,2,1,2,-2,0,0,0,0,-2,4,White
300792,1787.52702702702,2,1,1,2,0,0,0,1,2,5,White
300793,1450.20449438202,2,1,1,1,0,0,0,0,2,5,White
300794,621.015256410256,2,1,1,2,1,0,0,0,2,5,White
300795,694.31119266055,2,1,1,1,1,0,0,0,2,4,White
300796,1601.82837209302,2,1,1,2,1,0,0,0,2,5,White
300797,1208.76941080196,2,1,1,2,1,0,0,0,1,6,White
300798,666.955107692307,2,1,1,1,1,0,0,0,2,2,White
300799,2095.52404494382,2,1,1,2,1,0,0,0,2,2,White
300800,1026.83716535433,2,1,1,2,1,0,0,0,2,3,White
300801,918.372872340425,2,1,2,-2,0,0,0,0,-2,5,White
300802,752.020921985815,1,1,1,1,0,0,0,0,2,3,Hispanic
300803,907.819121621622,2,1,1,1,0,0,0,0,2,5,White
300804,450.919436619718,2,1,2,-2,0,0,0,0,-2,4,White
300805,614.987678571428,2,1,1,2,1,0,0,0,2,5,White
300806,947.346011904762,2,1,1,1,1,0,0,0,2,6,White
300807,1028.74925806451,2,1,1,1,0,0,0,0,2,2,White
300808,450.919436619718,2,1,1,2,1,0,0,0,2,4,White
300809,884.094460784313,2,1,2,-2,0,0,0,0,-2,6,White
300810,2833.2974137931,1,1,1,2,0,1,0,0,2,3,Hispanic
300811,526.449966777408,2,1,2,-2,0,0,0,0,-2,3,White
300812,877.572510121457,2,1,1,2,1,0,0,0,2,5,White
300813,702.661897435897,2,1,1,1,0,0,0,0,2,6,White
300814,637.1,2,1,2,-2,0,0,0,0,-2,5,White
300815,1166.45,2,1,2,-2,0,0,0,0,-2,3,White
300816,1569.58272727272,2,1,1,2,1,1,0,0,1,3,White
300817,614.987678571428,2,1,1,1,0,0,0,0,2,5,White
300818,877.572510121457,2,1,2,-2,0,0,0,0,-2,6,White
300819,1643.25,2,1,2,-2,0,0,0,0,-2,4,White
300820,621.015256410256,2,1,2,-2,0,0,0,0,-2,5,White
300821,3025.06516587677,1,1,2,-2,0,0,0,0,-2,2,Hispanic
300822,1905.3395522388,2,1,2,-2,0,0,0,0,-2,3,White
300823,2096.8206,2,2,1,2,1,0,0,0,2,5,Black
300824,2178.92603174603,2,1,1,1,1,0,0,0,2,2,White
300825,607.868699551569,2,1,1,2,1,0,0,0,2,3,White
300826,976.187181818182,2,1,1,2,0,0,0,0,2,4,White
300827,719.765789473684,2,1,2,-2,0,0,0,0,-2,1,White
300828,2355.39259259259,2,1,1,1,1,0,0,0,1,5,White
300829,848.424903474903,2,1,2,-2,0,0,0,0,-2,3,White
